-0.94,-0.06,-0.88,0.02,0.06,-0.01
-1.44,-0.62,-0.25,-0.03,0.06,-0.07
0.25,1.37,0.13,-0.02,0.21,-0.06
-0.88,-0.56,1.62,0.00,0.24,-0.05
1.62,2.62,2.12,0.05,0.06,0.02
2.06,0.94,2.25,-0.05,0.00,-0.16
2.37,1.56,1.94,0.03,0.00,0.09
2.50,0.50,1.50,-0.03,-0.13,-0.08
3.06,0.81,1.00,0.00,-0.03,0.00
2.69,0.88,0.62,0.04,-0.14,0.01
1.62,0.19,-0.06,0.04,0.03,0.05
0.94,-0.13,-0.62,0.06,-0.06,-0.01
0.50,-0.81,-0.94,0.00,-0.10,-0.02
1.75,0.31,-1.50,0.05,-0.16,0.08
0.56,-1.19,-1.75,0.02,0.11,0.06
-0.31,-1.31,-1.62,0.00,0.06,-0.03
-0.88,-1.25,-1.31,-0.03,-0.13,-0.05
-0.25,-0.37,-1.62,0.00,0.03,-0.03
-0.50,-1.12,-1.69,-0.03,0.14,-0.08
1.06,0.37,-1.75,-0.03,-0.02,-0.01
0.50,0.00,-1.81,-0.01,0.15,-0.06
0.62,0.25,-1.37,0.00,0.13,-0.04
1.19,0.44,-1.25,-0.04,-0.11,-0.06
1.25,-0.44,-1.25,0.01,-0.03,-0.17
2.44,0.94,-2.31,0.00,-0.03,-0.09
3.06,1.06,-2.69,0.02,-0.02,0.09
2.19,-0.06,-2.75,0.01,-0.06,0.01
1.00,-0.31,-3.00,0.01,0.06,0.04
0.69,-0.13,-2.69,0.02,0.05,0.02
-0.06,-0.37,-2.37,0.01,0.01,0.00
-0.44,-0.69,-2.00,0.02,0.02,-0.06
0.44,0.31,-2.12,0.02,0.02,-0.10
1.62,0.81,-2.31,0.03,0.05,-0.05
1.75,0.69,-2.12,0.01,0.01,-0.02
2.06,0.94,-2.19,0.01,0.00,-0.03
2.25,1.25,-2.31,0.01,0.04,0.01
1.81,0.56,-2.37,-0.01,0.04,0.05
0.88,0.44,-2.37,0.00,0.03,0.06
0.44,-0.06,-2.44,0.00,0.04,0.00
0.06,-0.19,-2.50,0.01,0.07,0.00
0.06,-0.44,-2.31,0.00,0.05,-0.05
0.50,0.13,-2.31,0.00,0.03,-0.05
0.37,-0.13,-2.12,0.00,0.04,-0.04
0.56,0.25,-1.94,0.03,0.04,-0.01
0.81,0.13,-1.69,0.02,0.00,-0.06
1.12,0.25,-1.75,0.01,0.00,-0.12
2.12,1.25,-2.06,0.03,0.03,0.00
2.12,0.75,-1.87,0.02,-0.04,0.01
1.56,0.62,-1.87,0.02,0.00,0.00
1.06,0.75,-2.12,0.01,0.00,0.02
0.75,0.31,-2.19,0.01,-0.01,0.02
0.50,0.13,-2.25,0.01,0.03,0.01
0.31,-0.25,-2.31,0.01,0.04,-0.03
0.31,-0.37,-2.19,0.00,0.01,-0.04
0.69,-0.19,-2.12,0.00,0.08,-0.07
1.12,0.56,-2.12,0.00,0.11,-0.04
1.06,0.13,-1.87,0.01,0.04,0.00
1.00,0.31,-1.56,0.00,0.05,-0.04
0.81,0.13,-1.31,0.00,0.05,-0.04
1.00,0.50,-1.12,0.00,0.06,-0.03
1.25,0.75,-1.12,0.01,0.03,-0.03
0.94,0.62,-1.06,0.01,0.05,0.00
0.88,0.56,-0.81,0.03,0.08,-0.01
0.25,0.44,-0.44,0.01,0.02,-0.01
0.50,0.69,-0.31,0.02,0.04,-0.05
0.56,0.69,-0.13,0.01,0.03,-0.07
0.69,0.37,0.13,0.01,0.00,-0.04
1.00,0.50,0.13,0.00,0.01,-0.04
1.12,0.75,0.25,0.00,0.03,-0.01
1.19,0.56,0.19,0.00,0.04,-0.04
1.69,0.75,0.44,0.00,0.03,-0.05
1.44,1.00,0.19,0.00,0.03,0.00
1.37,0.69,0.25,0.00,0.01,-0.01
1.12,0.44,0.25,0.02,0.00,0.00
0.94,0.44,0.19,0.00,0.00,-0.01
0.88,0.44,0.00,0.02,0.01,-0.01
0.69,-0.13,0.06,0.01,0.00,-0.03
0.75,0.00,-0.13,0.00,0.00,-0.04
1.06,0.56,-0.19,0.00,0.00,-0.05
1.25,0.44,-0.19,0.00,0.00,-0.04
