1.37,0.56,-0.25,0.02,0.02,-0.04
1.62,0.69,-0.25,0.00,0.00,-0.02
1.75,0.62,-0.37,0.02,-0.01,-0.04
1.44,0.69,-0.62,0.01,0.00,0.03
1.25,0.75,-0.62,0.03,-0.01,0.07
0.69,0.13,-0.69,0.02,0.02,0.00
-0.13,-0.19,-0.56,0.00,0.04,-0.04
-0.19,0.06,-0.37,0.01,0.01,-0.02
-0.06,0.13,-0.44,0.01,0.00,-0.02
0.06,0.25,-0.31,0.00,0.01,-0.07
0.50,0.13,-0.19,0.01,0.00,-0.06
0.75,0.19,-0.13,0.01,0.01,-0.02
0.94,0.37,-0.13,0.00,0.00,-0.02
1.31,0.62,-0.19,0.00,0.01,0.00
1.56,0.56,-0.25,0.00,0.02,-0.02
1.25,0.56,-0.19,0.01,0.01,0.00
0.50,0.13,-0.19,0.02,0.04,0.02
0.19,0.25,0.13,0.00,0.02,-0.01
0.25,0.31,0.19,0.02,0.01,-0.01
0.06,0.37,0.25,0.00,0.03,-0.04
0.25,0.37,0.50,0.01,0.02,-0.04
0.56,0.44,0.50,0.02,-0.01,-0.05
0.62,0.75,0.25,0.02,0.00,-0.01
0.75,0.62,0.25,0.01,0.02,0.00
0.62,0.31,0.44,0.00,0.00,0.00
0.56,0.37,0.19,-0.01,0.01,-0.04
0.56,0.13,0.37,0.00,0.01,-0.05
0.75,0.56,0.37,0.01,0.04,-0.03
0.81,0.31,0.69,0.00,0.00,-0.02
0.88,0.50,0.31,0.00,-0.01,-0.01
0.62,0.37,0.31,0.01,0.03,-0.02
0.62,0.19,0.50,0.01,0.02,-0.01
0.75,0.37,0.44,0.02,0.01,0.00
0.88,0.44,0.31,0.01,0.00,-0.01
0.62,0.56,0.37,0.01,0.01,-0.03
0.44,0.44,0.25,0.01,0.00,-0.03
0.62,0.37,0.19,0.01,0.01,0.00
0.50,0.19,0.31,0.01,0.00,-0.02
0.37,0.25,0.37,0.00,0.03,-0.01
0.25,0.44,0.37,0.00,0.04,-0.03
0.13,0.37,0.50,0.01,0.03,-0.03
0.19,0.44,0.44,0.02,0.02,-0.02
0.31,0.37,0.56,0.00,0.01,-0.03
0.37,0.25,0.50,0.01,0.00,-0.01
0.62,0.37,0.37,0.02,0.00,0.00
0.50,0.44,0.31,0.01,0.02,-0.02
0.25,0.37,0.25,0.01,0.00,-0.01
0.31,0.19,0.37,0.02,0.03,-0.01
0.13,0.25,0.31,0.00,0.00,-0.02
-0.06,0.00,0.31,0.00,0.00,-0.04
0.00,0.25,0.50,0.02,0.03,-0.07
0.25,0.31,0.44,0.00,0.01,-0.02
0.44,0.31,0.31,0.01,0.01,-0.04
0.37,0.50,0.37,0.00,0.02,-0.03
0.62,0.50,0.31,0.00,0.02,0.00
0.62,0.25,0.44,0.01,0.04,-0.03
0.44,0.25,0.44,0.00,0.01,-0.01
0.19,0.44,0.31,0.00,0.04,-0.02
0.13,0.00,0.37,-0.01,0.03,-0.01
0.31,0.31,0.37,-0.02,0.03,0.00
0.37,0.19,0.44,-0.02,0.01,-0.04
0.44,0.19,0.44,-0.01,0.04,-0.01
0.44,0.37,0.44,0.00,0.02,-0.03
0.50,0.44,0.44,0.00,0.01,-0.02
0.56,0.31,0.44,0.00,0.02,-0.03
0.44,0.37,0.37,0.00,0.03,-0.05
0.56,0.25,0.37,0.00,0.03,-0.05
0.56,0.44,0.25,0.00,0.03,-0.01
0.62,0.31,0.37,0.00,0.06,0.00
0.37,0.25,0.56,0.00,0.02,-0.01
0.31,0.19,0.37,-0.01,0.02,-0.03
0.19,0.25,0.56,-0.02,0.03,-0.03
0.19,0.31,0.50,-0.01,0.03,-0.01
0.31,0.06,0.62,0.00,0.02,-0.02
0.25,0.13,0.31,0.00,0.01,-0.03
0.44,0.31,0.31,-0.02,0.05,-0.04
0.13,0.31,0.31,0.00,0.04,-0.01
0.19,0.25,0.25,0.00,0.04,0.00
0.13,0.19,0.37,0.00,0.03,0.00
0.06,-0.13,0.31,0.02,0.01,-0.05
0.00,0.13,0.37,0.00,0.03,-0.04
-0.06,-0.06,0.50,-0.03,0.03,-0.05
0.13,0.06,0.44,0.01,0.03,-0.02
0.25,0.25,0.31,0.01,0.02,-0.02
0.13,0.13,0.25,0.00,0.01,-0.03
0.31,0.50,0.25,0.00,0.02,-0.03
0.19,0.19,0.31,-0.01,0.04,-0.01
0.06,0.19,0.25,0.01,0.02,-0.03
0.06,0.13,0.37,0.00,0.03,-0.02
-0.13,0.19,0.31,0.00,0.06,-0.01
-0.31,0.06,0.31,0.00,0.02,-0.05
-0.69,-0.06,0.13,0.00,-0.03,-0.07
-0.25,0.37,-0.06,0.00,-0.03,-0.01
-0.13,0.50,-0.31,0.01,0.01,-0.10
