0.06,-0.19,0.06,0.00,-0.01,-0.04
0.19,0.06,-0.19,0.01,-0.03,-0.05
-0.44,-0.13,0.13,0.01,0.00,-0.02
-0.25,-0.25,-0.06,0.03,0.00,-0.01
0.00,-0.06,0.00,0.02,-0.02,-0.03
-0.25,0.00,0.00,0.03,0.00,-0.07
-0.13,-0.13,0.00,0.01,0.00,-0.05
0.13,0.06,-0.13,0.00,-0.01,-0.01
-0.06,0.00,-0.06,0.01,-0.03,-0.03
-0.19,-0.19,0.00,0.00,0.00,-0.03
0.13,0.00,-0.06,0.00,-0.01,-0.03
-0.25,0.13,0.00,0.00,0.00,-0.03
-0.31,0.06,0.00,0.01,0.00,-0.03
0.00,-0.19,-0.06,0.00,0.00,-0.04
-0.13,-0.25,-0.06,0.00,0.00,-0.05
-0.19,0.13,0.06,-0.01,0.00,-0.05
0.00,0.06,0.00,-0.01,-0.01,-0.05
0.06,0.13,-0.19,0.00,-0.01,-0.02
0.06,0.13,-0.19,0.00,-0.02,-0.04
-0.13,-0.13,0.00,0.02,0.00,-0.02
0.00,0.00,-0.19,0.02,0.00,-0.05
-0.19,0.13,0.00,0.02,0.00,-0.04
0.00,-0.13,0.00,0.02,0.00,-0.03
0.13,-0.06,0.00,0.00,0.00,-0.02
-0.25,0.19,0.00,0.02,-0.01,-0.01
-0.25,-0.13,-0.06,0.00,0.00,-0.06
0.00,-0.31,0.00,0.00,-0.01,-0.03
-0.19,-0.06,0.06,0.00,0.01,-0.01
-0.19,-0.06,0.06,0.00,-0.01,-0.02
0.00,-0.31,0.00,0.01,0.00,-0.02
0.13,0.13,0.00,0.00,-0.02,-0.04
-0.19,0.06,-0.06,0.00,0.01,-0.04
-0.19,0.06,-0.06,-0.01,0.00,-0.02
0.13,-0.19,-0.13,0.00,0.00,-0.03
0.13,0.00,0.00,-0.01,-0.02,-0.03
-0.31,0.00,0.06,-0.01,0.00,-0.04
0.00,-0.19,-0.13,-0.02,0.00,-0.04
0.06,-0.06,-0.06,0.00,0.00,-0.03
-0.19,0.19,0.00,0.00,0.00,-0.03
0.06,-0.06,0.00,0.01,-0.01,-0.02
0.13,0.06,0.06,0.03,0.00,-0.05
-0.06,0.25,0.06,0.00,0.00,-0.03
-0.13,0.13,-0.06,0.01,0.00,-0.01
0.06,0.13,0.13,0.01,0.00,-0.02
-0.19,0.06,-0.06,0.01,-0.02,-0.02
-0.19,0.06,0.00,0.00,-0.04,-0.04
0.06,-0.06,0.00,0.00,-0.01,-0.04
0.06,0.13,0.00,0.00,0.00,-0.03
0.06,-0.13,0.00,0.00,0.00,-0.03
-0.25,-0.13,0.00,-0.02,0.00,-0.05
-0.06,0.00,0.00,0.00,0.00,-0.05
-0.25,0.00,0.06,-0.01,-0.01,-0.04
0.06,0.06,0.06,-0.01,-0.01,-0.02
-0.06,-0.13,-0.06,0.00,0.00,-0.02
-0.19,-0.06,0.00,0.01,0.00,-0.03
-0.19,0.00,0.00,0.00,0.00,-0.06
0.00,0.06,0.00,0.00,-0.02,-0.04
0.00,0.19,-0.13,0.01,0.00,-0.05
-0.13,0.00,0.06,0.01,0.00,-0.05
-0.13,-0.06,-0.06,0.00,0.00,0.00
0.06,0.13,0.00,0.01,0.00,-0.04
-0.06,0.13,-0.13,0.00,-0.01,-0.02
-0.06,0.00,0.13,0.00,0.00,0.00
-0.13,-0.25,-0.13,0.00,0.00,0.00
-0.19,-0.06,0.00,-0.01,0.00,0.00
-0.06,0.00,0.00,0.00,0.00,-0.02
0.13,-0.06,0.00,0.01,0.00,-0.02
0.06,-0.13,0.00,0.00,0.00,-0.01
0.06,0.06,0.00,0.00,0.00,-0.01
0.13,0.00,-0.06,0.00,-0.01,-0.02
0.00,-0.13,0.13,-0.02,0.00,-0.04
0.06,0.06,-0.13,0.00,-0.01,-0.01
0.13,-0.19,-0.06,0.00,0.00,-0.01
0.00,0.06,0.00,0.00,0.00,-0.01
0.00,0.13,-0.06,0.00,0.00,-0.01
0.00,0.13,-0.06,0.01,0.00,-0.01
0.06,0.06,-0.06,0.01,0.00,0.00
-0.06,0.06,0.00,0.01,0.00,-0.03
-0.06,-0.06,-0.06,0.01,0.00,-0.03
0.00,-0.19,-0.06,0.00,-0.01,0.00
-0.06,0.06,-0.06,0.00,0.00,-0.04
-0.13,0.00,0.00,0.00,0.00,-0.03
-0.13,-0.31,-0.13,0.00,0.00,-0.03
0.06,0.13,0.00,-0.01,0.01,0.00
-0.06,-0.06,0.00,0.00,0.00,-0.01
0.13,-0.19,0.00,0.00,0.00,0.00
-0.19,0.00,-0.06,0.00,0.00,-0.01
0.06,0.00,-0.06,0.00,0.00,-0.01
0.06,-0.06,0.06,0.00,0.01,-0.01
0.13,-0.13,0.00,0.00,0.00,0.00
0.00,0.00,0.06,0.00,0.00,-0.01
-0.13,-0.06,0.00,0.01,-0.01,0.00
-0.19,-0.06,-0.06,0.00,0.00,-0.01
-0.06,-0.19,-0.06,-0.01,-0.02,0.00
-0.06,0.06,0.00,0.00,0.00,0.00
-0.06,-0.19,-0.06,0.00,0.00,0.00
0.06,0.00,0.06,0.00,0.00,-0.01
-0.13,0.13,0.00,0.00,0.00,0.01
0.19,0.00,-0.06,-0.01,0.00,0.00
-0.06,-0.06,0.13,0.00,-0.02,0.00
0.00,0.06,-0.13,0.00,0.00,0.00
0.13,0.00,0.00,-0.01,0.00,-0.03
-0.13,0.13,-0.13,0.00,0.00,-0.01
-0.13,0.00,-0.13,0.00,0.00,-0.01
0.13,0.00,0.00,0.01,0.01,0.00
-0.06,0.19,-0.06,0.00,0.01,0.00
0.00,-0.13,-0.06,0.00,0.00,-0.01
-0.06,-0.06,-0.06,0.01,0.00,0.00
-0.13,-0.13,-0.06,0.00,-0.01,0.00
-0.19,0.00,0.06,0.00,-0.01,0.00
-0.19,0.19,-0.13,0.00,0.00,0.00
0.06,0.00,0.00,0.00,0.00,-0.01
0.06,-0.25,0.13,0.00,0.00,-0.01
0.00,0.06,0.00,0.00,0.00,0.00
-0.19,0.00,0.00,0.00,0.01,0.00
0.13,0.13,-0.13,-0.01,0.00,0.00
0.06,0.00,0.06,-0.01,0.01,-0.02
0.00,0.13,-0.19,0.00,0.00,0.00
-0.06,0.00,0.00,0.00,0.00,0.00
-0.19,-0.37,0.00,0.01,0.00,0.00
-0.06,-0.06,0.06,0.00,0.00,0.00
0.06,0.19,0.13,0.00,0.00,-0.03
0.00,0.13,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,-0.01,0.00
